股票代码,股票简称,现价(元),涨跌幅(%)
002510.SZ,天汽模,6.03,-3.21
002392.SZ,北京利尔,6.02,2.73
000521.SZ,美菱电器,6.01,-0.50
600237.SH,铜峰电子,6.01,-2.75
000573.SZ,粤宏远A,6.00,-2.91
002528.SZ,英飞拓,6.00,-2.28
600350.SH,山东高速,6.00,-1.15
600470.SH,六国化工,5.98,-3.24
300079.SZ,数码视讯,5.97,-1.97
002337.SZ,赛象科技,5.96,-2.30
000078.SZ,海王生物,5.95,-0.34
600028.SH,中国石化,5.95,1.88
600740.SH,山西焦化,5.95,-2.78
601328.SH,交通银行,5.95,0.51
000937.SZ,冀中能源,5.94,-4.19
600078.SH,澄星股份,5.94,-2.46
000690.SZ,宝新能源,5.92,-3.74
600448.SH,华纺股份,5.92,-2.63
000520.SZ,长航凤凰,5.91,-2.96
000652.SZ,泰达股份,5.90,-4.84
002385.SZ,大北农,5.90,0.00
002087.SZ,新野纺织,5.89,-0.51
601998.SH,中信银行,5.89,-0.84
002195.SZ,二三四五,5.88,-3.13
600642.SH,申能股份,5.87,-0.85
600877.SH,*ST嘉陵,5.86,-4.25
600248.SH,延长化建,5.85,-5.03
000650.SZ,仁和药业,5.84,0.34
002145.SZ,中核钛白,5.84,-1.85
002374.SZ,丽鹏股份,5.83,-2.83
600497.SH,驰宏锌锗,5.81,4.31
600399.SH,抚顺特钢,5.80,0.35
000422.SZ,湖北宜化,5.79,-2.03
002421.SZ,达实智能,5.79,-2.36
600006.SH,东风汽车,5.79,-0.34
002177.SZ,御银股份,5.78,-3.35
600336.SH,澳柯玛,5.78,-2.69
600780.SH,通宝能源,5.78,-2.53
601339.SH,百隆东方,5.77,-0.17
000955.SZ,欣龙控股,5.76,-1.87
002546.SZ,新联电子,5.76,-4.16
600127.SH,金健米业,5.76,-3.52
600853.SH,龙建股份,5.75,0.35
600438.SH,通威股份,5.70,-1.72
002697.SZ,红旗连锁,5.69,-1.56
600433.SH,冠豪高新,5.69,-2.57
600106.SH,重庆路桥,5.68,-3.07
600540.SH,*ST新赛,5.68,-3.24
600812.SH,华北制药,5.68,-3.89
601225.SH,陕西煤业,5.66,0.18
000516.SZ,国际医学,5.65,2.91
000737.SZ,南风化工,5.65,-3.25
600035.SH,楚天高速,5.65,-0.70
600565.SH,迪马股份,5.64,-0.53
600824.SH,益民集团,5.64,-2.59
002478.SZ,常宝股份,5.63,-3.76
600979.SH,广安爱众,5.63,-2.09
600368.SH,五洲交通,5.62,-3.10
600533.SH,栖霞建设,5.61,-7.43
601011.SH,宝泰隆,5.61,-1.75
002067.SZ,景兴纸业,5.60,-2.27
002133.SZ,广宇集团,5.60,-1.58
000671.SZ,阳光城,5.59,-0.89
002523.SZ,天桥起重,5.59,-1.06
300325.SZ,德威新材,5.59,-1.41
600023.SH,浙能电力,5.59,0.72
600997.SH,开滦股份,5.59,-2.95
000680.SZ,山推股份,5.58,-2.79
002062.SZ,宏润建设,5.57,-1.42
600143.SH,金发科技,5.57,-0.71
600236.SH,桂冠电力,5.56,-2.11
600130.SH,波导股份,5.55,-5.29
601000.SH,唐山港,5.55,-4.80
000543.SZ,皖能电力,5.54,-2.98
600361.SH,华联综超,5.53,-3.15
300352.SZ,北信源,5.52,-9.36
600210.SH,紫江企业,5.50,-1.61
600635.SH,大众公用,5.49,-1.79
601018.SH,宁波港,5.49,0.37
600973.SH,宝胜股份,5.48,-4.20
601118.SH,海南橡胶,5.48,-1.44
002181.SZ,粤传媒,5.47,-4.04
002225.SZ,濮耐股份,5.47,-1.80
300135.SZ,宝利国际,5.47,-3.36
000545.SZ,金浦钛业,5.46,-2.85
000598.SZ,兴蓉环境,5.46,-1.98
300066.SZ,三川智慧,5.46,-2.85
600530.SH,交大昂立,5.45,-3.20
000166.SZ,申万宏源,5.44,-0.91
600322.SH,天房发展,5.42,-1.63
002516.SZ,旷达科技,5.40,-3.92
601179.SH,中国西电,5.40,-3.40
000428.SZ,华天酒店,5.39,-3.23
600369.SH,西南证券,5.39,-1.82
600664.SH,哈药股份,5.38,-1.83
000875.SZ,吉电股份,5.37,-2.36
600558.SH,大西洋,5.37,-3.07
000589.SZ,黔轮胎A,5.36,-2.01
600225.SH,*ST松江,5.35,-2.19
000539.SZ,粤电力A,5.34,-2.20
600611.SH,大众交通,5.31,-2.03
600798.SH,宁波海运,5.31,-3.98
601898.SH,中煤能源,5.31,-0.75
300370.SZ,安控科技,5.30,-6.85
600423.SH,*ST柳化,5.30,-5.02
600488.SH,天药股份,5.30,-1.12
000592.SZ,平潭发展,5.29,-2.76
600716.SH,凤凰股份,5.29,-2.76
000670.SZ,盈方微,5.28,-5.55
002340.SZ,格林美,5.26,-3.13
002663.SZ,普邦股份,5.26,-2.95
600320.SH,振华重工,5.26,-2.59
603002.SH,宏昌电子,5.26,-4.19
000010.SZ,美丽生态,5.23,-3.68
600052.SH,浙江广厦,5.20,-1.33
600881.SH,亚泰集团,5.19,-3.89
000868.SZ,安凯客车,5.18,-2.81
600331.SH,宏达股份,5.18,-0.77
000850.SZ,华茂股份,5.15,-2.46
000898.SZ,鞍钢股份,5.15,0.98
000927.SZ,一汽夏利,5.15,-2.28
002593.SZ,日上集团,5.14,-3.57
601991.SH,大唐发电,5.14,-0.19
000717.SZ,韶钢松山,5.13,-0.39
600187.SH,国中水务,5.13,-2.29
000750.SZ,国海证券,5.12,-5.01
600269.SH,赣粤高速,5.12,-1.35
600313.SH,农发种业,5.11,-0.20
600744.SH,华银电力,5.11,-1.35
600308.SH,华泰股份,5.09,-2.12
000005.SZ,世纪星源,5.08,-3.24
000677.SZ,恒天海龙,5.08,-0.98
000572.SZ,海马汽车,5.07,-2.12
600300.SH,维维股份,5.07,-1.93
600537.SH,亿晶光电,5.07,-4.34
600866.SH,星湖科技,5.05,-5.78
000897.SZ,津滨发展,5.04,-4.00
601398.SH,工商银行,5.03,1.00
000720.SZ,新能泰山,5.02,-2.14
002256.SZ,兆新股份,4.99,-1.97
600117.SH,西宁特钢,4.99,0.20
600311.SH,荣华实业,4.99,-2.35
000563.SZ,陕国投A,4.98,-2.54
002471.SZ,中超控股,4.98,-2.35
600982.SH,宁波热电,4.98,-1.78
601789.SH,宁波建工,4.97,-1.00
002064.SZ,华峰氨纶,4.94,-3.14
002266.SZ,浙富控股,4.94,-1.59
600163.SH,中闽能源,4.91,-2.39
600527.SH,江南高纤,4.88,-2.98
601908.SH,京运通,4.88,-1.61
600208.SH,新湖中宝,4.87,0.41
601188.SH,龙江交通,4.87,-2.01
603077.SH,和邦生物,4.87,-2.60
000761.SZ,本钢板材,4.86,-0.82
601618.SH,中国中冶,4.86,-1.42
000859.SZ,国风塑业,4.85,-2.61
002305.SZ,南国置业,4.83,10.02
600724.SH,宁波富达,4.83,-1.43
601666.SH,平煤股份,4.82,-0.41
000751.SZ,锌业股份,4.81,0.84
601001.SH,大同煤业,4.81,-2.04
002613.SZ,北玻股份,4.80,-1.84
002496.SZ,辉丰股份,4.79,-2.05
600577.SH,精达股份,4.79,-3.04
600159.SH,大龙地产,4.78,-3.82
600027.SH,华电国际,4.77,-1.45
000966.SZ,长源电力,4.73,-2.07
600020.SH,中原高速,4.73,-1.66
601216.SH,君正集团,4.72,0.43
601616.SH,广电电气,4.72,-3.48
600868.SH,梅雁吉祥,4.71,-1.67
000883.SZ,湖北能源,4.70,-0.42
600966.SH,博汇纸业,4.70,-2.29
002490.SZ,*ST墨龙,4.69,-5.06
002005.SZ,德豪润达,4.67,-3.31
600121.SH,*ST郑煤,4.67,-2.30
600403.SH,*ST大有,4.66,-1.90
600496.SH,精工钢构,4.65,-0.43
601107.SH,四川成渝,4.64,-1.90
600555.SH,海航创新,4.62,-3.75
601996.SH,丰林集团,4.62,-2.53
600595.SH,中孚实业,4.60,-0.86
000517.SZ,荣安地产,4.59,-2.13
000886.SZ,海南高速,4.55,-2.15
002477.SZ,雏鹰农牧,4.55,-3.81
601003.SH,柳钢股份,4.54,3.18
000949.SZ,新乡化纤,4.53,-3.21
002495.SZ,佳隆股份,4.53,-2.58
000753.SZ,漳州发展,4.52,-2.80
600246.SH,万通地产,4.51,-4.25
600512.SH,腾达建设,4.51,-0.44
000016.SZ,深康佳A,4.50,-0.22
000595.SZ,*ST宝实,4.49,-5.07
002132.SZ,恒星科技,4.49,-3.23
300303.SZ,聚飞光电,4.49,-4.47
600370.SH,三房巷,4.49,-3.85
600665.SH,天地源,4.49,-3.23
000709.SZ,河钢股份,4.47,-2.61
002228.SZ,合兴包装,4.47,-2.83
300026.SZ,红日药业,4.47,-3.46
600223.SH,鲁商置业,4.47,-2.40
600726.SH,华电能源,4.47,-2.40
002157.SZ,正邦科技,4.44,-4.31
600586.SH,金晶科技,4.43,-1.34
600815.SH,*ST厦工,4.42,-4.95
600582.SH,天地科技,4.41,-1.12
600792.SH,云煤能源,4.39,-4.15
601218.SH,吉鑫科技,4.38,-2.67
002463.SZ,沪电股份,4.35,-2.03
600108.SH,亚盛集团,4.34,-2.47
600575.SH,皖江物流,4.32,-3.14
000616.SZ,海航投资,4.31,-2.71
000157.SZ,中联重科,4.30,0.70
600794.SH,保税科技,4.29,0.94
601333.SH,广深铁路,4.29,-2.94
600743.SH,华远地产,4.25,-1.85
000631.SZ,顺发恒业,4.24,-2.08
603993.SH,洛阳钼业,4.24,-1.85
600175.SH,美都能源,4.22,-2.09
002506.SZ,协鑫集成,4.21,-1.41
600017.SH,日照港,4.20,-1.64
601010.SH,文峰股份,4.20,-3.23
601600.SH,中国铝业,4.19,-0.71
601636.SH,旗滨集团,4.19,-2.33
600321.SH,国栋建设,4.17,-3.92
000780.SZ,*ST平能,4.15,-3.49
600063.SH,皖维高新,4.15,-1.89
600578.SH,京能电力,4.15,-3.04
600256.SH,广汇能源,4.14,-0.96
600190.SH,锦州港,4.13,-1.90
000725.SZ,京东方A,4.12,-0.72
000932.SZ,*ST华菱,4.11,-0.24
000825.SZ,太钢不锈,4.10,0.25
000809.SZ,*ST新城,4.09,-2.15
600871.SH,石化油服,4.09,9.95
600546.SH,山煤国际,4.07,-1.45
600397.SH,安源煤业,4.06,-2.87
002102.SZ,冠福股份,4.05,-2.41
600255.SH,鑫科材料,4.05,1.50
002204.SZ,大连重工,4.03,-3.36
601016.SH,节能风电,4.03,2.03
601918.SH,新集能源,4.01,-1.72
000972.SZ,*ST中基,4.00,-4.08
600039.SH,四川路桥,4.00,-1.72
002269.SZ,美邦服饰,3.99,-1.24
600252.SH,中恒集团,3.96,-2.22
601099.SH,太平洋,3.94,-1.01
600077.SH,宋都股份,3.90,-3.94
600103.SH,青山纸业,3.89,-2.02
600396.SH,金山股份,3.88,-2.27
601818.SH,光大银行,3.85,0.00
601519.SH,*ST智慧,3.82,-4.98
300111.SZ,向日葵,3.81,-3.54
300189.SZ,神农基因,3.80,-3.06
002154.SZ,报喜鸟,3.78,-2.58
000861.SZ,海印股份,3.72,-2.36
002498.SZ,汉缆股份,3.71,0.00
600169.SH,太原重工,3.71,-3.39
600186.SH,莲花健康,3.71,-3.39
000882.SZ,华联股份,3.70,-1.60
601518.SH,吉林高速,3.70,-2.38
600033.SH,福建高速,3.69,-3.66
601388.SH,怡球资源,3.68,-2.13
600601.SH,方正科技,3.66,-2.66
600408.SH,安泰集团,3.65,-3.95
002306.SZ,*ST云网,3.64,-4.46
600220.SH,江苏阳光,3.63,-2.94
601988.SH,中国银行,3.63,0.55
601866.SH,中远海发,3.62,-1.90
600425.SH,*ST青松,3.61,-5.00
600170.SH,上海建工,3.60,-3.23
300217.SZ,东方电热,3.56,-1.39
600157.SH,永泰能源,3.56,-1.93
600777.SH,新潮能源,3.53,0.28
601058.SH,赛轮金宇,3.53,-1.12
601929.SH,吉视传媒,3.51,-1.68
000659.SZ,*ST中富,3.49,1.75
600567.SH,山鹰纸业,3.47,-1.42
601288.SH,农业银行,3.45,0.58
600839.SH,四川长虹,3.42,-2.01
600162.SH,香江控股,3.41,-3.13
600467.SH,好当家,3.41,-2.57
000425.SZ,徐工机械,3.40,-1.73
600795.SH,国电电力,3.40,0.89
000552.SZ,靖远煤电,3.39,-0.88
000767.SZ,漳泽电力,3.38,-2.87
600317.SH,营口港,3.34,-1.18
600782.SH,新钢股份,3.32,1.53
600808.SH,马钢股份,3.25,1.88
601899.SH,紫金矿业,3.23,-0.31
600219.SH,南山铝业,3.21,-0.62
600282.SH,南钢股份,3.20,0.95
000420.SZ,吉林化纤,3.18,-2.45
000667.SZ,美好置业,3.18,-1.85
600221.SH,海南航空,3.17,0.00
002031.SZ,巨轮智能,3.13,-2.19
601258.SH,庞大集团,3.07,-5.54
601106.SH,*ST一重,3.03,-2.26
600231.SH,凌钢股份,3.02,1.34
600863.SH,内蒙华电,3.01,-2.27
600010.SH,包钢股份,2.93,0.00
600166.SH,福田汽车,2.85,0.00
600691.SH,阳煤化工,2.85,-2.40
601880.SH,大连港,2.84,-1.73
000727.SZ,华东科技,2.78,-2.46
600307.SH,酒钢宏兴,2.76,0.36
300185.SZ,通裕重工,2.75,-1.43
000630.SZ,铜陵有色,2.73,0.37
600569.SH,安阳钢铁,2.72,0.74
000683.SZ,远兴能源,2.65,-2.21
600022.SH,山东钢铁,2.56,-1.54
600747.SH,*ST大控,2.55,-4.85
600401.SH,*ST海润,1.54,-4.94
601558.SH,*ST锐电,1.46,-5.20
000004.SZ,国农科技,--,--
000007.SZ,全新好,--,--
000017.SZ,深中华A,--,--
000029.SZ,深深房A,--,--
000032.SZ,深桑达A,--,--
000033.SZ,*ST新都,--,--
000034.SZ,神州数码,--,--
000038.SZ,深大通,--,--
000099.SZ,中信海直,--,--
000100.SZ,TCL集团,--,--
000153.SZ,丰原药业,--,--
000155.SZ,*ST川化,--,--
000301.SZ,东方市场,--,--
000404.SZ,华意压缩,--,--
000408.SZ,*ST金源,--,--
000503.SZ,海虹控股,--,--
000506.SZ,中润资源,--,--
000511.SZ,*ST烯碳,--,--
000526.SZ,*ST紫学,--,--
000557.SZ,西部创业,--,--
000571.SZ,新大洲A,--,--
000610.SZ,西安旅游,--,--
000611.SZ,*ST天首,--,--
000613.SZ,*ST东海A,--,--
000629.SZ,*ST钒钛,--,--
000656.SZ,金科股份,--,--
000673.SZ,当代东方,--,--
000682.SZ,东方电子,--,--
000693.SZ,*ST华泽,--,--
000716.SZ,黑芝麻,--,--
000755.SZ,*ST三维,--,--
000760.SZ,斯太尔,--,--
000821.SZ,京山轻机,--,--
000838.SZ,财信发展,--,--
000862.SZ,银星能源,--,--
000885.SZ,同力水泥,--,--
000887.SZ,中鼎股份,--,--
000889.SZ,茂业通信,--,--
000916.SZ,华北高速,--,--
000935.SZ,四川双马,--,--
000950.SZ,*ST建峰,--,--
000953.SZ,*ST河化,--,--
000979.SZ,中弘股份,--,--
000981.SZ,银亿股份,--,--
000982.SZ,*ST中绒,--,--
002006.SZ,精功科技,--,--
002012.SZ,凯恩股份,--,--
002013.SZ,中航机电,--,--
002025.SZ,航天电器,--,--
002049.SZ,紫光国芯,--,--
002070.SZ,*ST众和,--,--
002072.SZ,凯瑞德,--,--
002075.SZ,沙钢股份,--,--
002076.SZ,雪莱特,--,--
002082.SZ,栋梁新材,--,--
002098.SZ,浔兴股份,--,--
002113.SZ,天润数娱,--,--
002115.SZ,三维通信,--,--
002122.SZ,天马股份,--,--
002128.SZ,露天煤业,--,--
002129.SZ,中环股份,--,--
002134.SZ,*ST普林,--,--
002141.SZ,贤丰控股,--,--
002143.SZ,印纪传媒,--,--
002162.SZ,悦心健康,--,--
002168.SZ,深圳惠程,--,--
002175.SZ,东方网络,--,--
002231.SZ,奥维通信,--,--
002252.SZ,上海莱士,--,--
002255.SZ,海陆重工,--,--
002260.SZ,德奥通航,--,--
002263.SZ,大东南,--,--
002264.SZ,新华都,--,--
002280.SZ,联络互动,--,--
002290.SZ,中科新材,--,--
002312.SZ,*ST三泰,--,--
002331.SZ,皖通科技,--,--
002339.SZ,积成电子,--,--
002348.SZ,高乐股份,--,--
002358.SZ,森源电气,--,--
002381.SZ,双箭股份,--,--
002399.SZ,海普瑞,--,--
002400.SZ,省广股份,--,--
002409.SZ,雅克科技,--,--
002417.SZ,三元达,--,--
002418.SZ,康盛股份,--,--
002426.SZ,胜利精密,--,--
002427.SZ,尤夫股份,--,--
002442.SZ,龙星化工,--,--
002447.SZ,壹桥股份,--,--
002464.SZ,金利科技,--,--
002473.SZ,*ST圣莱,--,--
002486.SZ,嘉麟杰,--,--
002499.SZ,科林环保,--,--
002502.SZ,骅威文化,--,--
002504.SZ,*ST弘高,--,--
002505.SZ,大康农业,--,--
002513.SZ,蓝丰生化,--,--
002535.SZ,林州重机,--,--
002547.SZ,春兴精工,--,--
002569.SZ,步森股份,--,--
002571.SZ,*ST德力,--,--
002576.SZ,通达动力,--,--
002586.SZ,围海股份,--,--
002596.SZ,海南瑞泽,--,--
002600.SZ,江粉磁材,--,--
002606.SZ,大连电瓷,--,--
002610.SZ,爱康科技,--,--
002621.SZ,三垒股份,--,--
002622.SZ,融钰集团,--,--
002625.SZ,龙生股份,--,--
002638.SZ,勤上股份,--,--
002642.SZ,荣之联,--,--
002650.SZ,加加食品,--,--
002654.SZ,万润科技,--,--
002664.SZ,信质电机,--,--
002669.SZ,康达新材,--,--
002675.SZ,东诚药业,--,--
002684.SZ,猛狮科技,--,--
002766.SZ,索菱股份,--,--
002787.SZ,华源控股,--,--
002812.SZ,创新股份,--,--
002816.SZ,和科达,--,--
002875.SZ,安奈儿,--,--
002876.SZ,三利谱,--,--
002877.SZ,智能自控,--,--
002878.SZ,元隆雅图,--,--
002879.SZ,长缆科技,--,--
002880.SZ,卫光生物,--,--
300025.SZ,华星创业,--,--
300030.SZ,阳普医疗,--,--
300050.SZ,世纪鼎利,--,--
300051.SZ,三五互联,--,--
300057.SZ,万顺股份,--,--
300063.SZ,天龙集团,--,--
300065.SZ,海兰信,--,--
300087.SZ,荃银高科,--,--
300088.SZ,长信科技,--,--
300089.SZ,文化长城,--,--
300092.SZ,科新机电,--,--
300100.SZ,双林股份,--,--
300104.SZ,乐视网,--,--
300108.SZ,双龙股份,--,--
300109.SZ,新开源,--,--
300134.SZ,大富科技,--,--
300148.SZ,天舟文化,--,--
300149.SZ,量子高科,--,--
300151.SZ,昌红科技,--,--
300152.SZ,科融环境,--,--
300163.SZ,先锋新材,--,--
300168.SZ,万达信息,--,--
300192.SZ,科斯伍德,--,--
300198.SZ,纳川股份,--,--
300201.SZ,海伦哲,--,--
300209.SZ,天泽信息,--,--
300235.SZ,方直科技,--,--
300252.SZ,金信诺,--,--
300265.SZ,通光线缆,--,--
300267.SZ,尔康制药,--,--
300268.SZ,万福生科,--,--
300278.SZ,华昌达,--,--
300291.SZ,华录百纳,--,--
300298.SZ,三诺生物,--,--
300301.SZ,长方集团,--,--
300302.SZ,同有科技,--,--
300309.SZ,吉艾科技,--,--
300313.SZ,天山生物,--,--
300315.SZ,掌趣科技,--,--
300320.SZ,海达股份,--,--
300322.SZ,硕贝德,--,--
300345.SZ,红宇新材,--,--
300348.SZ,长亮科技,--,--
300364.SZ,中文在线,--,--
300367.SZ,东方网力,--,--
300372.SZ,欣泰电气,--,--
300409.SZ,道氏技术,--,--
300413.SZ,快乐购,--,--
300414.SZ,中光防雷,--,--
300423.SZ,鲁亿通,--,--
300440.SZ,运达科技,--,--
300461.SZ,田中精机,--,--
300462.SZ,华铭智能,--,--
300466.SZ,赛摩电气,--,--
300467.SZ,迅游科技,--,--
300469.SZ,信息发展,--,--
300472.SZ,新元科技,--,--
300478.SZ,杭州高新,--,--
300486.SZ,东杰智能,--,--
300490.SZ,华自科技,--,--
300500.SZ,启迪设计,--,--
300510.SZ,金冠电气,--,--
300518.SZ,盛讯达,--,--
300526.SZ,中潜股份,--,--
300543.SZ,朗科智能,--,--
300612.SZ,宣亚国际,--,--
300646.SZ,侨源气体,--,--
300655.SZ,晶瑞股份,--,--
300657.SZ,弘信电子,--,--
300658.SZ,延江股份,--,--
300659.SZ,中孚信息,--,--
300660.SZ,江苏雷利,--,--
300661.SZ,圣邦股份,--,--
300662.SZ,科锐国际,--,--
300663.SZ,科蓝软件,--,--
600050.SH,中国联通,--,--
600093.SH,易见股份,--,--
600100.SH,同方股份,--,--
600136.SH,当代明诚,--,--
600145.SH,*ST新亿,--,--
600146.SH,商赢环球,--,--
600152.SH,维科精华,--,--
600158.SH,中体产业,--,--
600165.SH,新日恒力,--,--
600173.SH,卧龙地产,--,--
600243.SH,青海华鼎,--,--
600250.SH,南纺股份,--,--
600277.SH,亿利洁能,--,--
600289.SH,亿阳信通,--,--
600318.SH,新力金融,--,--
600337.SH,美克家居,--,--
600375.SH,华菱星马,--,--
600387.SH,海越股份,--,--
600406.SH,国电南瑞,--,--
600432.SH,*ST吉恩,--,--
600460.SH,士兰微,--,--
600462.SH,九有股份,--,--
600468.SH,百利电气,--,--
600485.SH,信威集团,--,--
600490.SH,鹏欣资源,--,--
600551.SH,时代出版,--,--
600556.SH,ST慧球,--,--
600559.SH,老白干酒,--,--
600568.SH,中珠医疗,--,--
600590.SH,泰豪科技,--,--
600609.SH,金杯汽车,--,--
600634.SH,富控互动,--,--
600636.SH,*ST爱富,--,--
600643.SH,爱建集团,--,--
600653.SH,申华控股,--,--
600654.SH,*ST中安,--,--
600655.SH,豫园商城,--,--
600657.SH,信达地产,--,--
600666.SH,奥瑞德,--,--
600671.SH,天目药业,--,--
600673.SH,东阳光科,--,--
600710.SH,*ST常林,--,--
600725.SH,ST云维,--,--
600732.SH,*ST新梅,--,--
600733.SH,S*ST前锋,--,--
600734.SH,实达集团,--,--
600806.SH,*ST昆机,--,--
600834.SH,申通地铁,--,--
600888.SH,新疆众和,--,--
600890.SH,中房股份,--,--
601005.SH,*ST重钢,--,--
601069.SH,西部黄金,--,--
601206.SH,海尔施,--,--
601608.SH,中信重工,--,--
601717.SH,郑煤机,--,--
601872.SH,招商轮船,--,--
601878.SH,浙商证券,--,--
601919.SH,中远海控,--,--
603010.SH,万盛股份,--,--
603016.SH,新宏泰,--,--
603042.SH,华脉科技,--,--
603108.SH,润达医疗,--,--
603196.SH,日播时尚,--,--
603200.SH,上海洗霸,--,--
603238.SH,诺邦股份,--,--
603268.SH,松发股份,--,--
603286.SH,日盈电子,--,--
603316.SH,诚邦股份,--,--
603326.SH,我乐家居,--,--
603398.SH,邦宝益智,--,--
603496.SH,恒为科技,--,--
603536.SH,惠发股份,--,--
603559.SH,中通国脉,--,--
603580.SH,艾艾精工,--,--
603598.SH,引力传媒,--,--
603601.SH,再升科技,--,--
603608.SH,天创时尚,--,--
603680.SH,今创集团,--,--
603767.SH,中马传动,--,--
603776.SH,永安行,--,--
603855.SH,华荣股份,--,--
603909.SH,合诚股份,--,--
